PUBCHEM_CID,PUBCHEM_SID,SAMPLE_NAME
6327366,144211386,"1,1,1,3,5,5,5-Heptamethyltrisiloxane"
6327482,251919896,"1,1,3,3-Tetramethyldisiloxane"
6327514,144211999,Bis(2-ethylhexyl) phosphonate
6327546,144211527,Diphenyl phosphite
6327594,144208055,Selenourea
6327657,144211071,Triphenyltin hydroxide
6328152,144209977,Bismuth oxychloride
6328250,144211820,"6H-Dibenzo[c,e][1,2]oxaphosphinine 6-oxide"
6328651,144211045,"1,1,3,3,5,5,7,7-Octamethyltetrasiloxane"
6328657,144206093,Ceftiofur
6328684,144206616,Butafosfan
6335412,144205805,Balsalazide disodium
6335412,170465305,Balsalazide disodium
6364560,144206102,C.I. Direct Blue 14
6364626,144205984,Epoprostenol sodium
6364671,144212709,"(2E,6Z)-1,1-diethoxynona-2,6-diene"
6371716,144208211,Ethyl linolenate
6398761,144206553,Maxacalcitol
6398970,144206746,Cefdinir
6398970,144205283,Cefdinir
6400441,144206618,Octreotide
6410758,144206927,Cefatrizine
6419888,144204095,Atropine-N-oxide hydrochloride
6419921,144203681,Doxepin hydrochloride
6419921,170465413,Doxepin hydrochloride
6419941,144203869,Homatropine hydrobromide
6419941,144203585,Homatropine hydrobromide
6419941,170465642,Homatropine hydrobromide
6419942,144204103,Hydrocotarnine hydrobromide
6419942,170465806,Hydrocotarnine hydrobromide
6419962,144204327,Yohimbic acid monohydrate
6419962,170466540,Yohimbic acid monohydrate
6419978,144204106,Scopolamine N-oxide hydrobromide
6419978,144203587,Scopolamine N-oxide hydrobromide
6420010,144204257,Clebopride maleate
6420010,170465853,Clebopride maleate
6420013,144211752,Buflomedil hydrochloride
6420013,144204187,Buflomedil hydrochloride
6420013,170466459,Buflomedil hydrochloride
6420020,144204331,Dinoprost tromethamine
6420022,144204039,Dothiepin hydrochloride
6420033,144204337,Betahistine mesylate
6420033,170465694,Betahistine mesylate
6420038,144204087,Acetopromazine maleate
6420038,170465731,Acetopromazine maleate
6420039,144203745,Moxisylyte hydrochloride
6420039,170465759,Moxisylyte hydrochloride
6420040,144204104,Benoxinate hydrochloride
6420040,170464771,Benoxinate hydrochloride
6420041,144204841,Zimeldine dihydrochloride hydrate
6420041,170466366,Zimeldine dihydrochloride hydrate
6420042,144204803,Dizocilpine maleate
6420042,144206610,Dizocilpine maleate
6420071,144204097,cis-Nanophine hydrochloride
6420071,170466506,cis-Nanophine hydrochloride
6422843,144211447,Pyraclostrobin
6426773,144204949,Lasalocid sodium
6426848,251919733,Acetochlor ESA
6426849,251919736,Metolachlor ESA
6426889,144212840,Potassium chlorate
6427097,144210611,"Hexanedioic acid, diisononyl ester"
6428555,144212143,"trans-2,cis-6-Nonadienal"
6432115,144207994,"(2Z)-1,4-Dichlorobut-2-ene"
6432394,144206378,Diphenoxylate hydrochloride
6432394,144206146,Diphenoxylate hydrochloride
6432394,170465332,Diphenoxylate hydrochloride
6433119,170466121,Rivaroxaban
6433169,144203982,Phenylpropanolamine hydrochloride
6433169,170465627,Phenylpropanolamine hydrochloride
6433197,144206273,Dithiazanine iodide
6433208,144204024,Zuclopenthixol dihydrochloride
6433266,144212279,Glyceryl monoricinoleate
6433334,144205553,Dexbrompheniramine maleate
6433334,170465028,Dexbrompheniramine maleate
6433339,144204798,Stilonium iodide
6433339,144206608,Stilonium iodide
6433339,170466614,Stilonium iodide
6433356,144206284,Carphenazine dimaleate
6433412,144206280,Carbomycin A
6433547,144211129,Ethyl linalool
6433573,144205530,Aconiazide
6433944,144211454,(2Z)-2-Pentenenitrile
6434144,144206898,Pyrantel tartrate
6434144,170465676,Pyrantel tartrate
6434236,144212325,Kinoprene
6434250,144204827,Trepipam maleate
6434871,144205369,Cinflumide
6434889,144211158,Abamectin
6434889,144204847,Abamectin
6435335,144204783,Flupirtine maleate
6435335,144206948,Flupirtine maleate
6435335,170466246,Flupirtine maleate
6435378,144207135,Iloprost
6435801,144204740,Midafotel
6435993,144212263,Chloroallyl methenamine chloride
6436059,170465560,Bornelone
6436079,144208274,13-cis-Retinal
6436135,144204742,Cinalukast
6436135,170466361,Cinalukast
6436173,144205082,Rifaximin
6436605,144211204,Diniconazole
6436730,144213936,Methapyrilene fumarate
6437380,144206044,Lumefantrine
6437380,170465388,Lumefantrine
6437875,144213910,FR900409
6437877,144206748,Cefditorin pivoxil
6438130,144204244,Ozagrel hydrochloride
6438130,170466054,Ozagrel hydrochloride
6438394,144205615,Myriocin
6438394,144206951,Myriocin
6438394,170466855,Myriocin
6439420,144210522,Darbufelone mesylate
6439929,144207512,Guggulsterone E
6440554,144213734,lambda-Cyhalothrin
6440554,251919709,gamma-Cyhalothrin
6440556,144207305,Cyhalothrin
6440940,144207511,Valerenic acid
6442177,144206063,Everolimus
6442928,144206435,1-Benzylpiperazine difumarate
6444391,251919717,Clethodim
6445007,170466351,Dimecrotic acid
6450278,144209716,Guggulsterone Z
6450551,144207146,Axitinib
6450551,170466656,Axitinib
6451142,251919726,Prothioconazole
6451143,144206128,"Disodium propane-1,3-disulfonate"
6451155,144211570,Isoxadifen-ethyl
6451325,144210526,Ingliforib
6454351,170466668,Methyl 5-(ethylsulfonyl)-o-anisate
6473881,144204140,Parthenolide
6474573,144205686,Nicothiazone
6474573,170466536,Nicothiazone
6505803,144205607,Tanespimycin
6507024,144211842,C.I. Acid Red 1
6526396,144206978,Cefpodoxime proxetil
6526396,144206928,Cefpodoxime proxetil
6536864,144204348,Ceftazidime pentahydrate
6537488,144208142,5-(Hydroxymethyl-2-furoyl)glycine
6537489,144208192,6-Mercaptopurine monohydrate
6537493,144204683,alpha-Solanine
6537493,144207302,alpha-Solanine
6537494,144213412,Bixin
6537495,144207253,Cadmium acetate dihydrate
6537498,144209695,Chlorowax 500C
6537499,144208127,Cimicifugoside
6537502,144209705,Digitonin
6537503,144209519,Dipropylene glycol
6537503,144210882,Dipropylene glycol
6537505,144207218,Hydroxyvalerenic acid
6537506,144207510,Octabromodiphenyl ether
6537506,144212770,"1,1'-Oxybis(2,3,4,5-tetrabromobenzene)"
6540478,144206364,Norgestimate
6540478,170464733,Norgestimate
6540548,144205988,Rifapentine
6553885,144212846,Isopulegol
6602188,144208403,Methylnadic anhydride
6603108,144203586,Scopolamine hydrobromide
6603108,144212336,Scopolamine hydrobromide
6603108,170464830,Scopolamine hydrobromide
6603149,144203795,Protriptyline hydrochloride
6603149,170465077,Protriptyline hydrochloride
6603759,144207062,(+)-Cyclazocine
6603901,144212730,4-[3-(4-Acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy-acetic acid
6603980,144204815,Quazinone
6604087,144204334,Cefsulodin sodium
6604122,144207068,Ketorolac
6604122,144204346,Ketorolac tromethamine
6604122,170464659,Ketorolac
6604155,144204285,Pentolinium ditartrate
6604472,144204288,Prenylamine lactate
6604492,144204301,Deptropine citrate
6604495,144204306,Trimeprazine tartrate
6604495,170465278,Trimeprazine tartrate
6604497,144204309,Levopropoxyphene napsylate
6604557,144204336,Fenoprofen calcium salt dihydrate
6604557,170465299,Fenoprofen calcium salt dihydrate
6604561,144204340,Gabexate mesilate
6604561,170465830,Gabexate mesilate
6708701,144203877,Cantharidin
6708701,170465704,Cantharidin
6708773,144205038,Chaulmosulfone
6713324,144205708,Methisazone
6714002,144204238,Prednicarbate
6850780,144212253,C.I. Fluorescent Brightener 220
6850814,144206534,Spirapril hydrochloride
6850837,251919834,Bis(p-methylbenzylidene)sorbitol
6852391,144205584,Butylscopolammonium bromide
6852391,170465685,Butylscopolamine bromide
6852393,144206107,Androstenone
6852400,144204766,Butaclamol hydrochloride
6852406,144212543,Scopolamine hydrochloride
6857648,144212551,Potassium dicyanoaurate
6912870,144211244,Oleyl sarcosine
6914152,144210759,Elzasonan
6917067,144206936,Dirithromycin
6917655,144205619,Fumagillin
6917655,144212727,Fumagillin
6917715,144206191,Etonogestrel
6917728,144204780,Eticlopride hydrochloride
6917728,144206905,Eticlopride hydrochloride
6917728,144207134,Eticlopride hydrochloride
6917728,170466591,Eticlopride hydrochloride
6917754,144206213,Mabuterol hydrochloride
6917754,170465921,Mabuterol hydrochloride
6917773,170465777,Lenampicillin hydrochloride
6917787,144206586,Dapiprazole hydrochloride
6917787,170466549,Dapiprazole hydrochloride
6917941,144206130,Ipidacrine hydrochloride hydrate
6917941,170466448,Ipidacrine hydrochloride hydrate
6917959,144212657,Acetyl-L-carnitine hydrochloride
6917974,144206224,Bufogenin
6918003,144207156,Granisetron hydrochloride
6918029,144204514,Vapiprost hydrochloride
6918106,144206831,Itasetron
6918126,144206810,Cefcapene pivoxil hydrochloride
6918126,144206464,Cefcapene pivoxil hydrochloride
6918132,144204271,Dorzolamide hydrochloride
6918132,170465119,Dorzolamide hydrochloride
6918155,144206039,Ciclesonide
6918178,144206008,Halobetasol propionate
6918197,144206040,Pemetrexed disodium
6918215,144204776,Edelfosine
6918222,144206474,Cefozopran hydrochloride
6918235,144206124,Mitiglinide calcium dihydrate
6918289,144206068,Temsirolimus
6918296,144205752,Dutasteride
6918303,144205974,Palonosetron hydrochloride
6918303,170465300,Palonosetron hydrochloride
6918305,144205817,Ganaxolone
6918305,170466317,Ganaxolone
6918454,144206914,PD-184352
6918454,170466835,PD-184352
6918493,144205520,Ambrisentan
6918493,170465143,Ambrisentan
6918543,170466171,Almitrine dimethanesulfonate
6918580,144206580,Aclatonium napadisilate
6918580,144206579,Aclatonium napadisilate
6918686,144210531,Aplaviroc hydrochloride
6931391,144210076,"(4R,5S)-(-)-1,5-Dimethyl-4-phenyl-2-imidazolidinone"
6950248,144205909,(S)-(+)-1-Dimethylamino-2-propanol
6975516,144205045,Quinine ethyl carbonate
6992284,144206792,Levomequitazine
6993580,251919965,Diethyl L-tartrate
6993773,144210027,(S)-(-)-1-Amino-1-phenylpropane
6997371,144211665,(1R)-endo-(+)-Fenchyl alcohol
6999030,144205720,Droxidopa
6999030,170465890,Droxidopa
6999977,144211634,Butyl (2S)-2-hydroxypropanoate
7057995,144208645,Chloralose
7057995,144213314,Chloralose
7057995,144205261,Chloralose
9548595,144206669,Sitosterol alpha1
9549168,144205956,Argipressin acetate
9552071,170465570,Exametazime
9552079,144203876,Chlorhexidine
9552079,144208602,Chlorhexidine
9552079,144213755,Chlorhexidine
9552079,170464748,Chlorhexidine
9556529,144205020,Oxiconazole nitrate
9556529,170465226,Oxiconazole nitrate
9561033,144205692,Nihydrazone
9561033,170466613,Nihydrazone
9562059,144212680,Chlorhexidine diacetate
9562060,144208324,N-Methyl-N'-nitro-N-nitrosoguanidine
9566064,144213336,C.I. Acid Orange 10
9566064,144209352,C.I. Acid Orange 10
9568077,170465602,Arimoclomol
9568078,144206829,Fezatione
9568512,144205179,Amithiozone
9568512,144205178,Amithiozone
9568512,170466436,Amithiozone
9568618,144206104,Carumonam sodium
9568628,144206200,Norelgestromin
9568700,144208942,Aldicarb sulfoxide
9568700,144213759,Aldicarb sulfoxide
9568808,144207662,"2-Butanone, O,O',O''-(methylsilylidyne)trioxime"
9570076,144204027,Proguanil hydrochloride
9570076,170464800,Proguanil hydrochloride
9570093,144208536,Aldoxycarb
9570093,144213583,Aldoxycarb
9570225,251919677,C.I. Solvent Red 80
9570281,144208370,N-Butyl-N'-nitro-N-nitrosoguanidine
9570290,144211897,Phoxim
9570290,144206908,Phoxim
9570290,170466592,Phoxim
9570327,144205448,Nifursol
9570327,170466422,Nifursol
9570475,144206861,Pifoxime
9571009,144212589,Butoxycarboxim
9571016,144213006,Chlorhexidine dihydrochloride
9571018,144209948,D&C Red No. 7
9571075,144204352,Cefepime chloride hydrochloride hydrate
9574101,144207182,Ximelagatran
9574235,144205516,Verazide
9574235,170466224,Verazide
9576037,144211196,Pymetrozine
9576412,144211215,"Fenpyroximate (Z,E)"
9577124,170465615,Gimatecan
9578507,144204961,Selamectin
9578572,170466107,BIBR-1048
9588170,144205026,Gemifloxacin mesylate
9588170,170465333,Gemifloxacin mesylate
9601227,144211172,Thiodicarb
9794197,144204892,Carnitine hydrochloride
9794197,170465037,Carnitine hydrochloride
9797360,144210561,SSR180711
9799979,144210527,CP-401387
9800972,144206761,Chromonar hydrochloride
9801235,144210569,AVE5638
9802545,144207158,Paliperidone
9802545,170464996,Paliperidone
9810771,144210770,UK-337312
9811353,144206811,Bimosiamose
9818306,144204912,Estradiol acetate
9818306,170465258,Estradiol acetate
9819350,144210784,CP-634384
9821217,144210525,CP-122721
9821849,144207138,Abiraterone acetate
9824131,144210558,Ilepatril
9826528,144206915,PD-0325901
9828356,144210783,CP-608039
9831581,144210528,CP-457920
9832750,144206992,Doramectin
9833444,144207030,Sincalide
9833444,144206508,Sincalide
9838712,144205825,Reparixin
9839190,144210758,CP-409092
9842616,144210552,SSR162369
9843744,144210773,CI-1044
9844225,144206407,(-)-Heroin hydrochloride
9845819,144206488,Fursultiamine hydrochloride
9849425,144205924,Proflavin hemisulfate
9849425,170466523,Proflavin hemisulfate
9849616,144210559,Surinabant
9850056,144213689,FR145237
9850878,144206149,Valnemulin
9852176,144206126,Cefodizime sodium
9853654,144207028,Pentagastrin
9853654,170465396,Pentagastrin
9855548,144205094,N-Methylbenzylamine hydrochloride
9855548,170466761,N-Methylbenzylamine hydrochloride
9855795,144212714,Valencene
9857035,144210748,PharmaGSID_47263
9861124,144210762,CP-607366
9861780,170465981,Amidoflumet
9862076,144211105,Cyazofamid
9862176,144205344,Risedronate sodium
9862176,170464992,Risedronate sodium
9865233,144210545,PharmaGSID_47330
9865514,144210523,CI-1018
9865929,144210763,CP-612372
9866250,144210751,CP-544439
9867257,144210786,CP-105696
9867605,144210769,UK-333747
9868041,144205340,Nafamostat mesilate
9868041,170465855,Nafamostat mesilate
9869105,144210557,Trelanserin
9869142,144210750,CP-471358
9872438,144210567,SSR69071
9881626,144205029,Ramelteon
9882837,144210547,HMR1426
9883104,144204079,Dimethisoquin hydrochloride
9883104,170465516,Dimethisoquin hydrochloride
9883259,144204130,Molindone hydrochloride
9883259,170465047,Molindone hydrochloride
9884915,144213825,PharmaGSID_48505
9885850,144210782,CP-100829
9885981,144205145,Fluorescein sodium
9885981,170464991,Fluorescein sodium
9887053,144206138,Oxaliplatin
9887053,144206182,Oxaliplatin
9888276,251919880,C.I. Basic Green 4 oxalate (1:x)
9888347,144210765,CP-728663
9889168,144209207,Tributyltetradecylphosphonium chloride
9889168,144213861,Tributyltetradecylphosphonium chloride
9890250,144207165,Moxifloxacin hydrochloride
9895468,144210560,Nelivaptan
9899402,144204825,1-(2-Methoxyphenyl)piperazine hydrochloride
9899402,170466663,1-(2-Methoxyphenyl)piperazine hydrochloride
9906942,144207179,Varenicline tartrate
9907412,144211550,Spiromesifen
9908126,144210776,UK-373911
9909677,144210553,SR271425
9910393,144210780,CP-456773
9910986,144206947,Flavopiridol hydrochloride
9910986,170466414,Flavopiridol
9915886,144204021,Thiocolchicoside
9920342,144210707,"Sorbitan, mono-(9Z)-9-octadecenoate"
9920342,144207088,"Sorbitan, mono-(9Z)-9-octadecenoate"
9920715,144206744,"1,1-Diethyl-2-hydroxy-2-nitrosohydrazine diethylamine"
9925873,144205580,Norcodeine
9926621,144210787,UK-156819
9927058,144205726,Lanoconazole
9927058,170465886,Lanoconazole
9928181,144204510,Zacopride hydrochloride
9928181,170466418,Zacopride hydrochloride
9930121,144210766,PHA-00543613
9930932,144213744,TNP-470
9931156,144210541,SB281832
9932000,144210767,PHA-00568487
9934458,144212728,"{4-[({2-[3-Fluoro-4-(trifluoromethyl)phenyl]-4-methyl-1,3-thiazol-5-yl}methyl)sulfanyl]-2-methylphenoxy}acetic acid"
9935274,144210756,CJ-013610
9936727,144205972,Oxeladin citrate
9936739,251919757,(+-)-Indoxacarb
9938056,144206517,Tocophersolan
9940086,144204353,Verteporfin
9941647,144204958,Mepartricin
9949821,144210775,CP-863187
9951932,144210581,PharmaGSID_47333
9952220,144204508,Nemonapride
9954082,144206345,3beta-(2-Diethylaminoethoxy)androst-5-en-17-one hydrochloride
9954540,144210554,SSR504734
9955578,144210764,CP-671305
9956127,144210778,CP-085958
9959038,144211262,"Milbemectin (mixture of 70% Milbemcin A4, 30% Milbemycin A3)"
9959619,144210771,UK-343664
9969177,144210772,UK-416244
9969573,144212747,Spirotetramat
9983292,144205968,Imidocarb dipropionate
9983292,170466330,Imidocarb dipropionate
9984487,144210755,PD 0343701
10021362,144210749,CP-283097
10041070,144206907,Altrenogest
10041070,170465646,Altrenogest
10044526,144209822,1-Decyl-3-methylimidazolium hexafluorophosphate
10046567,144205433,Colestolone
10068207,144213666,FR167356
10113978,144206725,Pazopanib
10113978,170465625,Pazopanib
10126299,144206220,Pimobendan hydrochloride
10126299,170465745,Pimobendan
10127622,144206913,Selumetinib
10127622,170466898,Selumetinib
10131132,144204772,Methyl L-DOPA hydrochloride
10131132,170466253,Methyl L-DOPA hydrochloride
10132209,144210752,CP-642931
10133071,144206820,"{4-[4-(Acetylamino)-2-oxopyrimidin-1(2H)-yl]-1,3-dioxolan-2-yl}methyl benzoate"
10134976,144210785,PD-0333941
10145345,144210761,CP-532623
10154203,144212816,Pluronic F-127
10158453,144207170,Prasugrel
10158453,170465441,Prasugrel
10159191,144213784,FR150011
10160166,144213721,PharmaGSID_48510
10176127,144207361,Pyridine hydrochloride
10197650,144211404,Diethylamine hydrochloride
10197675,144207802,Propylammonium nitrate
10198808,144210774,PD 0200347
10201497,144210571,SSR161421
10233356,144210542,PharmaGSID_47315
10250129,144207794,1-Dodecyl-3-methylimidazolium hexafluorophosphate
10251042,144206800,Iomazenil
10255083,144210614,Carminic acid
10255083,144209177,Carminic acid
10255083,144204714,Cochineal
10255083,170466801,Cochineal
10287749,144213890,PharmaGSID_48509
10313079,144207328,"N,N-Dimethylmethanamine hydrochloride"
10314472,144204789,Indatraline hydrochloride
10328936,144206368,Eledoisin
10329304,144207395,Iron(II) chloride
10330781,170465551,Glyceryl 1-(2-aminobenzoate)
10342051,144211102,Esfenvalerate
10345790,144213718,PharmaGSID_48519
10357917,170465848,Cycotiamine
10403199,144211410,Fenamidone
10407399,144210760,CP-457677
10411334,144209847,1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
10432339,144213898,Piragliatin
10455790,144206814,"N-[(3R)-1-(2-Fluorophenyl)-4-oxo-3,4,6,7-tetrahydro[1,4]diazepino[6,7,1-hi]indol-3-yl]-1H-indole-2-carboxamide"
10466908,144204520,Metanixin
10470544,144212848,Igepal CO-890
10476437,144205431,Flurogestone acetate
10483134,144210532,SB236057A
10560335,144207804,1-Benzyl-3-methylimidazolium chloride
10636633,144209843,1-Ethyl-3-methylimidazolium tosylate
10685477,144213860,Enterolactone
10857465,144212991,(-)-Ambroxide
10885665,144205241,Amprenavir
10887985,144211120,(S)-Citronellene
10937610,251919735,Mefenpyr-diethyl
10958189,144213938,Iprovalicarb
11009532,144209900,1-Butyl-1-methylpyrrolidinium bromide
11048104,144208281,1-Butyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide
11048796,144211141,Fluoxastrobin
11051686,144205601,D-Isoleucine
11074101,144209883,1-Butyl-4-methylpyridinium chloride
11074431,144213685,Acesulfame potassium
11074431,144204552,Acesulfame potassium
11074431,144209621,Acesulfame potassium
11075478,144209841,1-Ethyl-3-methylimidazolium iodide
11076461,144207813,1-Butyl-1-methylpyrrolidinium iodide
11091168,251919723,Orthosulfamuron
11097730,144211393,Cyclanilide
11127402,144212570,(-)-Isolongifolene
11140605,144211894,S-Metolachlor
11150163,251919713,Metalaxyl-M
11159021,251919721,Fluopicolide
11159638,144208222,1-Ethyl-3-methylimidazolium dicyanamide
11171745,144207785,1-Butyl-3-methylimidazolium dicyanamide
11171853,144209854,1-Methyl-3-propylimidazolium tetrafluoroborate
11181836,144209812,Trihexyltetradecylphosphonium bis(trifluoromethylsulfonyl)imide
11193251,144213743,Flubendiamide
11212667,144207805,"1-Butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide"
11219835,144206184,PTC-124
11219835,170466862,PTC-124
11243457,144207782,"1-Butyl-2,3-dimethylimidazolium hexafluorophosphate"
11243969,144206461,Saxagliptin
11254899,144209885,1-Butyl-4-methylpyridinium hexafluorophosphate
11258643,144209815,1-Butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
11284883,144211719,"Chromium acetate, basic"
11285653,144210942,Picoxystrobin
11296583,144206155,Pirarubicin
11296583,170465822,Pirarubicin
11302979,144212758,Topramezone
11321106,144207803,1-Allyl-3-methylimidazolium chloride
11344909,144209849,1-(2-Hydroxyethyl)-3-methylimidazolium tetrafluoroborate
11355992,144211544,2-[2-(2-Propoxyethoxy)ethoxy]ethanol
11375816,144207895,Trihexyltetradecylphosphonium chloride
11402127,144211088,Cadmium dinitrate
11424151,144207789,1-Butyl-3-methylimidazolium thiocyanate
11424880,144208303,1-Butyl-3-methylimidazolium hydrogensulfate
11437710,144211539,4-{2-Oxo-2-[3-(trifluoromethyl)phenyl]ethyl}benzonitrile
11448496,144209816,1-Butyl-3-methylimidazolium iodide
11459786,144209824,"1,2-Dimethyl-3-propylimidazolium iodide"
11460221,144207893,1-Methyl-3-octylimidazolium tetrafluoroborate
11461044,144207790,1-Decyl-3-methylimidazolium tetrafluoroborate
11472813,144210540,GSK232420A
11477651,144210790,AVE8923
11492381,144207787,1-Butyl-3-methylimidazolium methanesulfonate
11492406,144209888,1-Butyl-4-methylpyridinium tetrafluoroborate
11499271,144207316,1-(2-Hydroxyethyl)-3-methylimidazolium chloride
11524680,144210955,"Diisononyl cyclohexane-1,2-dicarboxylate"
11556711,144206630,Carfilzomib
11556711,170466878,Carfilzomib
11556911,144212699,Tembotrione
11614934,251919751,Metaflumizone
11626384,144207167,rac Nebivolol hydrochloride
11626384,170465208,rac Nebivolol hydrochloride
11636816,251919902,(2-Chloroethyl)dimethylamine hydrochloride
11643980,144207021,Cholin acetate
11647992,144204836,Trifluperidol hydrochloride
11647992,170466426,Trifluperidol hydrochloride
11658860,144206569,Lorcaserin
11658860,170466882,Lorcaserin
11674455,144209818,1-Butyl-3-methylimidazolium tetrachloroferrate (III)
11700495,144212750,Florasulam
11705034,144205819,Pipamperone dihydrochloride
11705034,170465949,Pipamperone dihydrochloride
11723708,144210948,5HPP-33
11731903,144208259,1-Ethyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide
11750474,144209823,"1,2-Dimethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide"
11769095,144213701,1-Butyl-1-methylpyrrolidinium chloride
11769095,144209017,1-Butyl-1-methylpyrrolidinium chloride
11784975,144211327,Penoxsulam
11826859,144211463,Butafenacil
11832800,144207783,"1-Butyl-2,3-dimethylimidazolium iodide"
11876263,144205152,Desoxycorticosterone pivalate
11953895,144203865,Sodium nitroprusside dihydrate
11953895,170464889,Sodium nitroprusside dihydrate
11954008,144206351,Cefpirome sulfate
11954009,144206020,Cefmenoxime hydrochloride
11954258,144204335,Thiethylperazine malate
11954316,144205734,Bromfenac sodium sesquihydrate
11954316,170465189,Bromfenac sodium sesquihydrate
11956149,144206369,(-)- (S)-Cathinone hydrochloride
11956149,144207032,(-)- (S)-Cathinone hydrochloride
11957572,144207067,3-Iodobenzylguanidine hemisulfate
11957572,144204788,3-Iodobenzylguanidine hemisulfate
11957593,144204792,4-Methylpyrazole hydrochloride
11957593,170465026,Fomepizole
11957635,144204807,Naphazoline hydrochloride
11957635,170464797,Naphazoline hydrochloride
11957654,144204811,Octoclothepine maleate
11957654,170466251,Octoclothepine maleate
11957669,144204816,R-3-PPP hydrochloride
11957707,144204830,SB 206553 hydrochloride
11957707,170466892,SB 206553 hydrochloride
11957725,144204837,Zolantidine dimaleate
11957725,170466873,Zolantidine dimaleate
11969480,144206452,Buprenorphine hydrochloride
11969781,170465590,Nemorubicin
11982778,144213751,YM218
11995188,144209887,1-Butyl-4-methylpyridinium iodide
12004215,144205892,Oxytocin acetate
12036651,144207950,1-Hexyl-3-methylimidazolium iodide
12038941,144209895,1-Ethylpyridinium iodide
12040508,144207915,1-Methyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide
12040509,144207788,1-Decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
12056759,144211449,Propoxycarbazone-sodium
12056760,144213803,Flucarbazone-sodium
12059921,144207824,1-Ethyl-1-methylpyrrolidinium iodide
12059922,144209908,1-Methyl-1-propylpyrrolidinium iodide
12077313,144209896,1-Ethylpyridinium tetrafluoroborate
12095229,144209837,1-Ethyl-3-methylimidazolium ethyl sulfate
12148754,144210573,AVE2865
12184311,144209860,1-Butyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide
12184591,144208040,1-Methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide
12195864,144209803,1-Butyl-1-methylpyrrolidinium trifluoromethanesulfonate
12213639,144206410,dl-Methamphetamine hydrochloride
12248306,144209877,1-Butyl-3-methylpyridinium bromide
12259683,144206430,(-)-Pentazocine succinate
12259684,144206429,(+)-Pentazocine succinate
12285822,251919870,Sulfathiazole sodium
12303038,251919738,cis-Chlordane
12303039,251919740,trans-Chlordane
12305037,144205193,Noradrenaline bitartrate monohydrate
12305037,170465227,Noradrenaline bitartrate monohydrate
12305761,144205048,Aloin A
12305761,144206767,Aloin
12309460,144211898,Endosulfan I
12336279,144211729,Chlordimeform hydrochloride
12338093,144212979,"Pyrimidine-2,4,5,6(1H,3H)-tetrone tetrahydrate"
12358480,144210930,Endrin
12358480,144204671,Endrin
12358742,144205439,Pregnandiol
12472902,144209574,"2,3',4,4'-Tetrahydroxybenzophenone"
12521030,144211688,Etidronic acid monohydrate
12561739,144209968,"Octahydro-exo-4,7-methano-1H-indene"
12598086,144206946,Diatrizoic acid dihydrate
12598086,170464638,Diatrizoic acid dihydrate
12797557,144212571,Flucythrinate
12850184,144203552,Calcium 5-ketogluconate
12922658,144205616,Rosaramicin
12922658,144206965,Rosaramicin
12942137,144211551,"2,2'-(Tetradecylimino)diethanol"
12971008,144209852,1-Methyl-3-propylimidazolium iodide
12991988,144207795,Butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
13035120,170466726,1-(3-Chlorophenyl)-4-(3-chloropropyl)piperazine hydrochloride
13059052,251919989,BisOPP-A
13132266,144212936,2-Ethylhexyl octadecanoate
13218777,144211367,Hexythiazox
13218779,144203555,Thanite
13240377,144209872,1-Butyl-2-methylpyridinium bromide
13379149,144207778,Dimethylammonium nitrate
13487610,144209881,1-Butyl-4-methylpyridinium bromide
13501022,144206388,(-)-Phenazocine hydrobromide
13633097,251919720,Dimethenamid-P
13638937,144209894,1-Ethylpyridinium trifluoromethanesulfonate
13649426,144206465,Atipamezole hydrochloride
13713368,170465754,Ipenoxazone hydrochloride
13961743,144210753,CI-959
14007922,144209890,1-Butylpyridinium iodide
14010333,144205777,Ractopamine hydrochloride
14017587,144205940,Aceneuramic acid
14178379,251919990,BPS-MPE4
14205677,144211698,Hexyl salicylate
14257662,144206485,Felypressin
14306122,144212922,"Hexanedioic acid, di-C7-9-branched and linear alkyl esters"
14552708,144205856,Decominol hydrochloride
14552708,170466627,Decominol hydrochloride
14720269,144205289,Rabeprazole
14720269,144212634,Rabeprazole sodium
14720269,170464736,Rabeprazole
15008962,144212679,Pantoprazole sodium
15008962,144206548,Pantoprazole sodium
15461361,144212890,(3Z)-Hex-3-en-1-yl (2E)-2-methylbut-2-enoate
15558682,144205246,Allococaine hydrochloride
15559221,144206281,Virginiamycin S1
15575641,144210998,Propamocarb hydrochloride
15605556,144206906,Isometheptene mucate
15842092,251919833,Metolachlor OA
15895902,144206591,Parecoxib sodium
15932798,144209878,1-Butyl-2-methylpyridinium iodide
15981450,144210536,SB243213A
15984075,144206437,Codeine hydrochloride
16004722,144211444,Cinmethylin
